timestamp,Batch_ID,Temperature,Pressure,pH,Dissolved_Oxygen
2024-01-17 02:30:00,BATCH_0001,76.971,1.513,6.881,41.245
2024-01-17 02:35:00,BATCH_0001,77.566,1.532,6.878,38.23
2024-01-17 02:40:00,BATCH_0001,76.452,1.531,6.944,39.553
2024-01-17 02:45:00,BATCH_0001,76.008,1.508,6.916,40.412
2024-01-17 02:50:00,BATCH_0001,75.976,1.413,6.884,40.465
2024-01-17 02:55:00,BATCH_0001,73.916,1.481,6.924,40.97
2024-01-17 03:00:00,BATCH_0001,76.561,1.459,6.879,38.619
2024-01-17 03:05:00,BATCH_0001,75.564,1.5,7.021,40.231
2024-01-17 03:10:00,BATCH_0001,75.609,1.433,6.91,41.083
2024-01-17 03:15:00,BATCH_0001,75.713,1.455,7.0,39.154
2024-01-17 03:20:00,BATCH_0001,76.526,1.502,6.936,42.18
2024-01-17 03:25:00,BATCH_0001,77.412,1.47,6.892,38.927
2024-01-17 03:30:00,BATCH_0001,76.25,1.402,6.946,41.86
2024-01-17 03:35:00,BATCH_0001,76.13,1.456,6.975,40.464
2024-01-17 03:40:00,BATCH_0001,75.161,1.434,7.027,40.225
2024-01-17 03:45:00,BATCH_0001,75.275,1.447,6.843,37.606
2024-01-17 03:50:00,BATCH_0001,76.866,1.457,6.958,41.224
2024-01-17 03:55:00,BATCH_0001,76.351,1.494,6.945,41.378
2024-01-17 04:00:00,BATCH_0001,77.499,1.467,6.94,40.219
2024-01-17 04:05:00,BATCH_0001,75.995,1.437,6.985,39.356
2024-01-17 04:10:00,BATCH_0001,75.715,1.502,6.981,42.635
2024-01-17 04:15:00,BATCH_0001,77.056,1.498,6.981,39.657
2024-01-17 04:20:00,BATCH_0001,76.53,1.487,6.905,39.776
2024-01-17 04:25:00,BATCH_0001,76.842,1.456,6.963,40.911
2024-01-17 04:30:00,BATCH_0001,76.76,1.544,6.903,41.806
2024-01-17 04:35:00,BATCH_0001,76.459,1.499,6.967,40.61
2024-01-17 04:40:00,BATCH_0001,75.57,1.497,6.86,42.349
2024-01-17 04:45:00,BATCH_0001,76.385,1.515,6.966,39.879
2024-01-17 04:50:00,BATCH_0001,75.647,1.42,6.971,40.707
2024-01-17 04:55:00,BATCH_0001,76.527,1.451,6.953,39.327
2024-01-17 05:00:00,BATCH_0001,75.535,1.443,6.921,41.592
2024-01-17 05:05:00,BATCH_0001,74.988,1.455,6.964,42.217
2024-01-17 05:10:00,BATCH_0001,75.594,1.401,6.968,40.032
2024-01-17 05:15:00,BATCH_0001,75.903,1.479,6.975,40.719
2024-01-17 05:20:00,BATCH_0001,76.321,1.523,6.942,39.886
2024-01-17 05:25:00,BATCH_0001,76.651,1.394,6.963,39.471
2024-01-17 05:30:00,BATCH_0001,75.016,1.478,6.909,37.897
2024-01-17 05:35:00,BATCH_0001,75.383,1.541,6.904,40.222
2024-01-17 05:40:00,BATCH_0001,75.213,1.562,6.936,39.014
2024-01-17 05:45:00,BATCH_0001,76.788,1.56,6.912,38.99
2024-01-17 05:50:00,BATCH_0001,77.916,1.451,6.921,37.261
2024-01-17 05:55:00,BATCH_0001,76.053,1.389,6.904,37.417
2024-01-17 06:00:00,BATCH_0001,77.068,1.384,6.835,38.745
2024-01-17 06:05:00,BATCH_0001,77.078,1.435,6.917,40.409
2024-01-17 06:10:00,BATCH_0001,75.959,1.519,6.92,39.567
2024-01-17 06:15:00,BATCH_0001,77.891,1.46,6.944,39.582
2024-01-17 06:20:00,BATCH_0001,74.137,1.501,7.015,41.342
2024-01-17 06:25:00,BATCH_0001,75.633,1.448,6.95,40.211
2024-01-17 06:30:00,BATCH_0001,76.625,1.467,6.914,39.999
2024-01-17 06:35:00,BATCH_0001,76.879,1.603,6.907,40.106
2024-01-17 06:40:00,BATCH_0001,75.789,1.472,6.981,39.585
2024-01-17 06:45:00,BATCH_0001,74.443,1.508,6.939,39.424
2024-01-17 06:50:00,BATCH_0001,75.628,1.473,6.898,39.14
2024-01-17 06:55:00,BATCH_0001,75.081,1.423,6.964,38.177
2024-01-17 07:00:00,BATCH_0001,77.002,1.398,6.94,40.417
2024-01-17 07:05:00,BATCH_0001,76.74,1.498,6.928,39.629
2024-01-17 07:10:00,BATCH_0001,76.557,1.471,6.915,40.28
2024-01-17 07:15:00,BATCH_0001,75.946,1.427,6.913,40.418
2024-01-17 07:20:00,BATCH_0001,75.337,1.512,6.904,37.123
2024-01-17 07:25:00,BATCH_0001,76.522,1.322,6.882,42.742
2024-01-17 07:30:00,BATCH_0001,76.928,1.506,6.876,39.611
2024-01-17 07:35:00,BATCH_0001,77.073,1.489,6.989,41.973
2024-01-17 07:40:00,BATCH_0001,76.608,1.395,6.962,39.552
2024-01-17 07:45:00,BATCH_0001,75.047,1.502,6.992,39.722
2024-01-17 07:50:00,BATCH_0001,76.336,1.353,6.989,40.787
2024-01-17 07:55:00,BATCH_0001,76.28,1.394,6.85,42.267
2024-01-17 08:00:00,BATCH_0001,75.28,1.464,6.884,37.088
2024-01-17 08:05:00,BATCH_0001,76.438,1.487,6.849,41.165
2024-01-17 08:10:00,BATCH_0001,75.659,1.403,6.875,40.88
2024-01-17 08:15:00,BATCH_0001,74.541,1.395,6.954,40.193
2024-11-14 00:00:00,BATCH_0002,72.041,1.632,6.684,37.139
2024-11-14 00:05:00,BATCH_0002,72.918,1.6,6.759,38.465
2024-11-14 00:10:00,BATCH_0002,73.237,1.567,6.701,38.459
2024-11-14 00:15:00,BATCH_0002,72.335,1.77,6.671,38.703
2024-11-14 00:20:00,BATCH_0002,73.678,1.59,6.709,39.57
2024-11-14 00:25:00,BATCH_0002,73.152,1.743,6.648,40.802
2024-11-14 00:30:00,BATCH_0002,73.334,1.674,6.706,41.211
2024-11-14 00:35:00,BATCH_0002,72.7,1.653,6.754,38.287
2024-11-14 00:40:00,BATCH_0002,73.756,1.628,6.627,37.215
2024-11-14 00:45:00,BATCH_0002,72.883,1.678,6.585,39.198
2024-11-14 00:50:00,BATCH_0002,73.67,1.565,6.657,39.644
2024-11-14 00:55:00,BATCH_0002,73.635,1.709,6.659,37.979
2024-11-14 01:00:00,BATCH_0002,74.278,1.591,6.714,41.577
2024-11-14 01:05:00,BATCH_0002,73.558,1.668,6.753,39.587
2024-11-14 01:10:00,BATCH_0002,73.586,1.612,6.747,39.453
2024-11-14 01:15:00,BATCH_0002,71.774,1.641,6.58,39.814
2024-11-14 01:20:00,BATCH_0002,72.769,1.724,6.713,40.066
2024-11-14 01:25:00,BATCH_0002,72.117,1.663,6.657,40.266
2024-11-14 01:30:00,BATCH_0002,72.061,1.634,6.631,39.108
2024-11-14 01:35:00,BATCH_0002,74.574,1.665,6.687,36.003
2024-11-14 01:40:00,BATCH_0002,72.527,1.652,6.663,40.67
2024-11-14 01:45:00,BATCH_0002,73.013,1.683,6.699,38.626
2024-11-14 01:50:00,BATCH_0002,72.579,1.578,6.744,38.444
2024-11-14 01:55:00,BATCH_0002,73.374,1.602,6.635,39.623
2024-11-14 02:00:00,BATCH_0002,72.359,1.609,6.626,38.366
2024-11-14 02:05:00,BATCH_0002,72.975,1.614,6.73,39.132
2024-11-14 02:10:00,BATCH_0002,75.426,1.65,6.602,38.702
2024-11-14 02:15:00,BATCH_0002,72.855,1.598,6.692,38.185
2024-11-14 02:20:00,BATCH_0002,73.222,1.533,6.746,37.063
2024-11-14 02:25:00,BATCH_0002,72.745,1.592,6.704,38.737
2024-11-14 02:30:00,BATCH_0002,73.157,1.684,6.727,39.001
2024-11-14 02:35:00,BATCH_0002,73.324,1.727,6.729,38.605
2024-11-14 02:40:00,BATCH_0002,73.978,1.648,6.641,38.74
2024-11-14 02:45:00,BATCH_0002,71.778,1.514,6.641,39.104
2024-11-14 02:50:00,BATCH_0002,73.056,1.558,6.57,40.722
2024-11-14 02:55:00,BATCH_0002,73.032,1.706,6.764,39.839
2024-11-14 03:00:00,BATCH_0002,73.003,1.609,6.725,38.765
2024-11-14 03:05:00,BATCH_0002,72.484,1.524,6.685,40.273
2024-11-14 03:10:00,BATCH_0002,73.963,1.631,6.644,40.041
2024-11-14 03:15:00,BATCH_0002,72.944,1.61,6.616,41.482
2024-11-14 03:20:00,BATCH_0002,73.547,1.671,6.646,39.053
2024-11-14 03:25:00,BATCH_0002,72.891,1.668,6.757,37.236
2024-11-14 03:30:00,BATCH_0002,72.096,1.661,6.663,39.935
2024-11-14 03:35:00,BATCH_0002,72.658,1.566,6.601,39.538
2024-11-14 03:40:00,BATCH_0002,73.363,1.677,6.705,34.448
2024-11-14 03:45:00,BATCH_0002,73.359,1.556,6.595,36.571
2024-11-14 03:50:00,BATCH_0002,71.292,1.643,6.652,37.134
2024-11-14 03:55:00,BATCH_0002,72.975,1.573,6.738,40.698
2024-11-14 04:00:00,BATCH_0002,72.782,1.697,6.757,39.059
2024-11-14 04:05:00,BATCH_0002,74.343,1.598,6.591,37.092
2024-11-14 04:10:00,BATCH_0002,72.422,1.655,6.631,38.146
2024-11-14 04:15:00,BATCH_0002,71.956,1.596,6.756,39.386
2024-11-14 04:20:00,BATCH_0002,72.494,1.69,6.69,39.118
2024-11-14 04:25:00,BATCH_0002,73.87,1.612,6.735,39.971
2024-11-14 04:30:00,BATCH_0002,72.84,1.559,6.689,40.322
2024-11-14 04:35:00,BATCH_0002,73.612,1.714,6.664,39.892
2024-11-14 04:40:00,BATCH_0002,72.151,1.639,6.744,40.045
2024-11-14 04:45:00,BATCH_0002,73.038,1.615,6.639,38.686
2024-11-14 04:50:00,BATCH_0002,71.908,1.611,6.598,37.375
2024-11-14 04:55:00,BATCH_0002,73.638,1.666,6.674,39.035
2024-11-14 05:00:00,BATCH_0002,73.115,1.652,6.706,37.353
2024-11-14 05:05:00,BATCH_0002,71.002,1.578,6.681,40.109
2024-11-14 05:10:00,BATCH_0002,73.144,1.655,6.644,38.872
2024-11-14 05:15:00,BATCH_0002,73.008,1.591,6.635,38.685
2024-11-14 05:20:00,BATCH_0002,73.485,1.583,6.678,40.583
2024-11-14 05:25:00,BATCH_0002,72.541,1.629,6.683,38.732
2024-11-14 05:30:00,BATCH_0002,74.291,1.644,6.61,40.791
2024-11-14 05:35:00,BATCH_0002,73.176,1.61,6.756,38.023
2024-11-14 05:40:00,BATCH_0002,74.329,1.633,6.739,42.638
2024-11-14 05:45:00,BATCH_0002,73.1,1.624,6.635,38.813
2024-11-14 05:50:00,BATCH_0002,72.127,1.619,6.833,39.101
2024-11-14 05:55:00,BATCH_0002,72.513,1.618,6.668,40.215
2024-11-14 06:00:00,BATCH_0002,72.884,1.709,6.673,38.655
2024-11-14 06:05:00,BATCH_0002,72.239,1.609,6.602,36.401
2024-11-14 06:10:00,BATCH_0002,73.456,1.541,6.709,38.357
2024-11-14 06:15:00,BATCH_0002,73.708,1.542,6.719,39.355
2024-11-14 06:20:00,BATCH_0002,73.246,1.685,6.692,36.02
2024-11-14 06:25:00,BATCH_0002,73.315,1.645,6.676,37.947
2024-11-14 06:30:00,BATCH_0002,72.667,1.702,6.643,36.869
2024-11-14 06:35:00,BATCH_0002,71.781,1.627,6.772,41.603
2024-11-14 06:40:00,BATCH_0002,73.476,1.58,6.645,40.008
2024-11-14 06:45:00,BATCH_0002,74.021,1.597,6.76,38.682
2024-11-14 06:50:00,BATCH_0002,73.527,1.686,6.615,39.499
2024-11-14 06:55:00,BATCH_0002,74.099,1.601,6.636,39.551
2024-11-14 07:00:00,BATCH_0002,73.063,1.612,6.689,36.953
2024-11-14 07:05:00,BATCH_0002,73.28,1.708,6.653,37.963
2024-11-14 07:10:00,BATCH_0002,73.094,1.771,6.744,38.844
2024-11-14 07:15:00,BATCH_0002,72.988,1.689,6.643,39.691
2024-11-14 07:20:00,BATCH_0002,72.062,1.675,6.674,39.198
2024-11-14 07:25:00,BATCH_0002,72.669,1.664,6.68,41.547
2024-11-14 07:30:00,BATCH_0002,74.091,1.563,6.698,39.839
2024-11-14 07:35:00,BATCH_0002,72.59,1.689,6.743,38.857
2024-11-14 07:40:00,BATCH_0002,73.741,1.508,6.757,40.021
2024-11-14 07:45:00,BATCH_0002,72.086,1.641,6.587,38.041
2024-11-14 07:50:00,BATCH_0002,73.833,1.628,6.685,39.012
2024-11-14 07:55:00,BATCH_0002,72.899,1.678,6.658,39.46
2024-11-14 08:00:00,BATCH_0002,72.04,1.666,6.673,38.908
2024-11-14 08:05:00,BATCH_0002,72.666,1.617,6.638,39.352
2024-11-14 08:10:00,BATCH_0002,73.4,1.562,6.659,38.993
2024-11-14 08:15:00,BATCH_0002,72.477,1.617,6.769,37.735
2024-11-19 00:00:00,BATCH_0003,70.111,1.454,6.682,38.795
2024-11-19 00:05:00,BATCH_0003,70.882,1.378,6.654,36.378
2024-11-19 00:10:00,BATCH_0003,70.181,1.569,6.794,35.381
2024-11-19 00:15:00,BATCH_0003,69.824,1.437,6.78,35.972
2024-11-19 00:20:00,BATCH_0003,70.268,1.404,6.712,37.862
2024-11-19 00:25:00,BATCH_0003,70.995,1.482,6.796,36.953
2024-11-19 00:30:00,BATCH_0003,70.947,1.456,6.774,36.816
2024-11-19 00:35:00,BATCH_0003,69.978,1.444,6.889,37.912
2024-11-19 00:40:00,BATCH_0003,69.887,1.399,6.743,40.163
2024-11-19 00:45:00,BATCH_0003,70.056,1.485,6.748,37.863
2024-11-19 00:50:00,BATCH_0003,71.009,1.412,6.735,39.541
2024-11-19 00:55:00,BATCH_0003,71.163,1.48,6.807,38.102
2024-11-19 01:00:00,BATCH_0003,71.99,1.442,6.796,35.809
2024-11-19 01:05:00,BATCH_0003,69.716,1.38,6.831,34.487
2024-11-19 01:10:00,BATCH_0003,70.054,1.29,6.726,36.961
2024-11-19 01:15:00,BATCH_0003,71.484,1.46,6.726,38.829
2024-11-19 01:20:00,BATCH_0003,70.39,1.442,6.707,36.362
2024-11-19 01:25:00,BATCH_0003,69.716,1.442,6.771,39.403
2024-11-19 01:30:00,BATCH_0003,70.684,1.305,6.78,35.81
2024-11-19 01:35:00,BATCH_0003,69.603,1.4,6.734,35.9
2024-11-19 01:40:00,BATCH_0003,70.538,1.37,6.785,40.234
2024-11-19 01:45:00,BATCH_0003,69.312,1.426,6.641,37.189
2024-11-19 01:50:00,BATCH_0003,70.89,1.476,6.771,38.617
2024-11-19 01:55:00,BATCH_0003,72.412,1.526,6.741,35.809
2024-11-19 02:00:00,BATCH_0003,70.051,1.393,6.79,36.133
2024-11-19 02:05:00,BATCH_0003,70.317,1.482,6.762,36.414
2024-11-19 02:10:00,BATCH_0003,71.315,1.346,6.751,37.5
2024-11-19 02:15:00,BATCH_0003,70.388,1.449,6.798,37.508
2024-11-19 02:20:00,BATCH_0003,70.081,1.42,6.737,38.495
2024-11-19 02:25:00,BATCH_0003,69.858,1.482,6.768,36.925
2024-11-19 02:30:00,BATCH_0003,70.87,1.404,6.799,37.805
2024-11-19 02:35:00,BATCH_0003,69.899,1.467,6.795,38.939
2024-11-19 02:40:00,BATCH_0003,71.149,1.465,6.711,40.488
2024-11-19 02:45:00,BATCH_0003,69.253,1.488,6.789,36.141
2024-11-19 02:50:00,BATCH_0003,70.276,1.436,6.832,36.694
2024-11-19 02:55:00,BATCH_0003,70.166,1.323,6.854,36.265
2024-11-19 03:00:00,BATCH_0003,70.637,1.435,6.762,38.522
2024-11-19 03:05:00,BATCH_0003,71.713,1.453,6.8,37.945
2024-11-19 03:10:00,BATCH_0003,71.19,1.417,6.821,38.883
2024-11-19 03:15:00,BATCH_0003,71.242,1.407,6.759,37.837
2024-11-19 03:20:00,BATCH_0003,69.279,1.52,6.767,37.891
2024-11-19 03:25:00,BATCH_0003,69.914,1.374,6.737,37.813
2024-11-19 03:30:00,BATCH_0003,70.914,1.448,6.785,37.146
2024-11-19 03:35:00,BATCH_0003,70.773,1.514,6.802,38.522
2024-11-19 03:40:00,BATCH_0003,70.611,1.365,6.715,38.096
2024-11-19 03:45:00,BATCH_0003,70.367,1.462,6.851,38.421
2024-11-19 03:50:00,BATCH_0003,71.383,1.445,6.727,37.481
2024-11-19 03:55:00,BATCH_0003,69.732,1.518,6.807,38.175
2024-11-19 04:00:00,BATCH_0003,71.364,1.339,6.797,35.977
2024-11-19 04:05:00,BATCH_0003,70.37,1.425,6.8,37.824
2024-11-19 04:10:00,BATCH_0003,71.452,1.41,6.803,37.745
2024-11-19 04:15:00,BATCH_0003,69.067,1.394,6.76,38.885
2024-11-19 04:20:00,BATCH_0003,70.747,1.382,6.76,39.971
2024-11-19 04:25:00,BATCH_0003,70.465,1.424,6.792,38.466
2024-11-19 04:30:00,BATCH_0003,70.011,1.465,6.751,38.413
2024-11-19 04:35:00,BATCH_0003,70.511,1.464,6.729,36.565
2024-11-19 04:40:00,BATCH_0003,71.132,1.436,6.781,37.182
2024-11-19 04:45:00,BATCH_0003,71.095,1.41,6.76,38.493
2024-11-19 04:50:00,BATCH_0003,71.314,1.414,6.865,37.926
2024-11-19 04:55:00,BATCH_0003,69.541,1.459,6.748,38.071
2024-11-19 05:00:00,BATCH_0003,70.341,1.444,6.722,38.738
2024-11-19 05:05:00,BATCH_0003,69.451,1.385,6.786,39.473
2024-11-19 05:10:00,BATCH_0003,70.094,1.475,6.821,38.528
2024-11-19 05:15:00,BATCH_0003,70.127,1.386,6.657,37.235
2024-11-19 05:20:00,BATCH_0003,71.318,1.384,6.802,36.41
2024-11-19 05:25:00,BATCH_0003,70.46,1.476,6.734,37.755
2024-11-19 05:30:00,BATCH_0003,70.044,1.475,6.779,37.618
2024-11-19 05:35:00,BATCH_0003,71.622,1.473,6.733,37.447
2024-11-19 05:40:00,BATCH_0003,70.315,1.444,6.893,37.995
2024-11-19 05:45:00,BATCH_0003,68.747,1.413,6.671,37.154
2024-11-19 05:50:00,BATCH_0003,68.786,1.397,6.691,38.011
2024-11-19 05:55:00,BATCH_0003,70.376,1.455,6.762,35.877
2024-11-19 06:00:00,BATCH_0003,70.786,1.536,6.788,37.039
2024-11-19 06:05:00,BATCH_0003,69.233,1.395,6.79,38.838
2024-11-19 06:10:00,BATCH_0003,70.584,1.48,6.803,38.158
2024-11-19 06:15:00,BATCH_0003,69.849,1.449,6.725,37.571
2024-11-19 06:20:00,BATCH_0003,70.64,1.524,6.702,38.128
2024-11-19 06:25:00,BATCH_0003,71.561,1.478,6.809,38.255
2024-11-19 06:30:00,BATCH_0003,71.414,1.386,6.698,37.542
2024-11-19 06:35:00,BATCH_0003,68.647,1.502,6.828,37.03
2024-11-19 06:40:00,BATCH_0003,70.079,1.437,6.77,37.703
2024-11-19 06:45:00,BATCH_0003,70.822,1.431,6.814,38.085
2024-11-19 06:50:00,BATCH_0003,69.89,1.507,6.699,37.439
2024-11-19 06:55:00,BATCH_0003,71.149,1.404,6.783,38.202
2024-11-19 07:00:00,BATCH_0003,69.687,1.437,6.759,36.888
2024-11-19 07:05:00,BATCH_0003,72.217,1.402,6.817,37.079
2024-11-19 07:10:00,BATCH_0003,69.506,1.445,6.8,38.655
2024-11-19 07:15:00,BATCH_0003,71.625,1.587,6.78,36.754
2024-11-19 07:20:00,BATCH_0003,70.738,1.427,6.813,35.993
2024-11-19 07:25:00,BATCH_0003,72.27,1.483,6.683,36.699
2024-11-19 07:30:00,BATCH_0003,71.028,1.499,6.704,38.406
2024-11-19 07:35:00,BATCH_0003,68.818,1.436,6.823,36.888
2024-11-19 07:40:00,BATCH_0003,69.17,1.447,6.737,38.306
2024-11-19 07:45:00,BATCH_0003,69.667,1.401,6.666,37.754
2024-11-19 07:50:00,BATCH_0003,70.247,1.381,6.777,38.783
2024-11-19 07:55:00,BATCH_0003,70.203,1.454,6.781,36.105
2024-11-19 08:00:00,BATCH_0003,72.021,1.417,6.8,38.473
2024-11-19 08:05:00,BATCH_0003,70.264,1.47,6.779,35.849
2024-11-19 08:10:00,BATCH_0003,70.11,1.409,6.744,35.985
2024-11-19 08:15:00,BATCH_0003,71.277,1.52,6.816,39.075
2024-08-09 00:00:00,BATCH_0004,74.156,1.444,6.814,43.604
2024-08-09 00:05:00,BATCH_0004,74.585,1.391,6.738,43.203
2024-08-09 00:10:00,BATCH_0004,75.051,1.5,6.724,43.679
2024-08-09 00:15:00,BATCH_0004,72.799,1.325,6.777,40.226
2024-08-09 00:20:00,BATCH_0004,74.573,1.428,6.784,43.178
2024-08-09 00:25:00,BATCH_0004,75.753,1.426,6.779,41.422
2024-08-09 00:30:00,BATCH_0004,72.469,1.435,6.652,43.148
2024-08-09 00:35:00,BATCH_0004,73.98,1.467,6.669,43.73
2024-08-09 00:40:00,BATCH_0004,75.002,1.426,6.746,42.046
2024-08-09 00:45:00,BATCH_0004,74.005,1.369,6.839,44.695
2024-08-09 00:50:00,BATCH_0004,75.639,1.497,6.689,41.379
2024-08-09 00:55:00,BATCH_0004,73.971,1.46,6.708,40.539
2024-08-09 01:00:00,BATCH_0004,74.908,1.356,6.701,45.313
2024-08-09 01:05:00,BATCH_0004,74.35,1.49,6.739,42.01
2024-08-09 01:10:00,BATCH_0004,74.894,1.433,6.648,41.236
2024-08-09 01:15:00,BATCH_0004,74.617,1.543,6.668,42.072
2024-08-09 01:20:00,BATCH_0004,74.629,1.371,6.84,42.182
2024-08-09 01:25:00,BATCH_0004,73.912,1.396,6.769,45.815
2024-08-09 01:30:00,BATCH_0004,73.748,1.48,6.657,44.371
2024-08-09 01:35:00,BATCH_0004,75.717,1.509,6.729,41.981
2024-08-09 01:40:00,BATCH_0004,74.311,1.421,6.7,43.468
2024-08-09 01:45:00,BATCH_0004,74.257,1.472,6.758,43.145
2024-08-09 01:50:00,BATCH_0004,74.657,1.502,6.696,43.239
2024-08-09 01:55:00,BATCH_0004,73.488,1.46,6.732,43.773
2024-08-09 02:00:00,BATCH_0004,73.52,1.475,6.727,44.456
2024-08-09 02:05:00,BATCH_0004,73.961,1.47,6.744,45.05
2024-08-09 02:10:00,BATCH_0004,74.218,1.409,6.697,41.89
2024-08-09 02:15:00,BATCH_0004,73.908,1.319,6.791,45.541
2024-08-09 02:20:00,BATCH_0004,74.193,1.458,6.73,41.645
2024-08-09 02:25:00,BATCH_0004,75.132,1.495,6.67,43.616
2024-08-09 02:30:00,BATCH_0004,74.101,1.496,6.718,43.153
2024-08-09 02:35:00,BATCH_0004,75.767,1.372,6.735,43.327
2024-08-09 02:40:00,BATCH_0004,73.828,1.538,6.739,44.026
2024-08-09 02:45:00,BATCH_0004,74.962,1.42,6.784,44.469
2024-08-09 02:50:00,BATCH_0004,74.213,1.483,6.784,44.174
2024-08-09 02:55:00,BATCH_0004,73.643,1.432,6.746,43.523
2024-08-09 03:00:00,BATCH_0004,73.715,1.422,6.74,41.409
2024-08-09 03:05:00,BATCH_0004,74.326,1.471,6.736,42.191
2024-08-09 03:10:00,BATCH_0004,73.766,1.511,6.675,44.643
2024-08-09 03:15:00,BATCH_0004,73.814,1.493,6.749,42.803
2024-08-09 03:20:00,BATCH_0004,72.898,1.456,6.731,43.717
2024-08-09 03:25:00,BATCH_0004,74.742,1.371,6.742,44.111
2024-08-09 03:30:00,BATCH_0004,74.895,1.374,6.78,43.735
2024-08-09 03:35:00,BATCH_0004,74.755,1.392,6.76,41.152
2024-08-09 03:40:00,BATCH_0004,73.632,1.5,6.758,43.57
2024-08-09 03:45:00,BATCH_0004,75.066,1.487,6.76,42.959
2024-08-09 03:50:00,BATCH_0004,73.608,1.403,6.793,41.69
2024-08-09 03:55:00,BATCH_0004,74.703,1.461,6.796,43.808
2024-08-09 04:00:00,BATCH_0004,73.972,1.416,6.722,44.58
2024-08-09 04:05:00,BATCH_0004,74.956,1.382,6.736,44.211
2024-08-09 04:10:00,BATCH_0004,74.121,1.328,6.712,41.438
2024-08-09 04:15:00,BATCH_0004,72.996,1.49,6.848,44.857
2024-08-09 04:20:00,BATCH_0004,72.222,1.428,6.693,41.455
2024-08-09 04:25:00,BATCH_0004,74.683,1.427,6.664,40.753
2024-08-09 04:30:00,BATCH_0004,73.824,1.437,6.716,44.496
2024-08-09 04:35:00,BATCH_0004,74.581,1.419,6.681,41.095
2024-08-09 04:40:00,BATCH_0004,73.438,1.504,6.765,43.567
2024-08-09 04:45:00,BATCH_0004,73.915,1.498,6.672,42.021
2024-08-09 04:50:00,BATCH_0004,74.236,1.327,6.67,42.937
2024-08-09 04:55:00,BATCH_0004,73.942,1.387,6.824,44.856
2024-08-09 05:00:00,BATCH_0004,75.682,1.431,6.698,45.142
2024-08-09 05:05:00,BATCH_0004,74.379,1.383,6.673,42.831
2024-08-09 05:10:00,BATCH_0004,74.293,1.44,6.713,46.028
2024-08-09 05:15:00,BATCH_0004,73.228,1.47,6.698,43.174
2024-08-09 05:20:00,BATCH_0004,75.063,1.347,6.675,43.06
2024-08-09 05:25:00,BATCH_0004,75.492,1.51,6.786,40.588
2024-08-09 05:30:00,BATCH_0004,73.471,1.386,6.719,40.997
2024-08-09 05:35:00,BATCH_0004,75.189,1.337,6.774,44.265
2024-08-09 05:40:00,BATCH_0004,73.435,1.499,6.705,42.509
2024-08-09 05:45:00,BATCH_0004,73.974,1.42,6.71,42.955
2024-08-09 05:50:00,BATCH_0004,73.598,1.403,6.694,45.228
2024-08-09 05:55:00,BATCH_0004,73.854,1.405,6.798,42.834
2024-08-09 06:00:00,BATCH_0004,73.599,1.381,6.651,43.87
2024-08-09 06:05:00,BATCH_0004,72.867,1.504,6.718,42.696
2024-08-09 06:10:00,BATCH_0004,74.128,1.46,6.699,42.99
2024-08-09 06:15:00,BATCH_0004,75.153,1.454,6.66,42.371
